date,day_of_week,weather,menu_item,food_category,meal_time,amount_cooked_kg,amount_consumed_kg,food_waste_kg
2025-04-24,Thursday,Clear,Dal Makhani,Curry/Dal,Dinner,49.02,36.31,12.71
2025-04-24,Thursday,Clear,Palak Paneer,Curry/Dal,Breakfast,53.45,39.1,14.36
2025-04-25,Friday,Cloudy,Jeera Rice,Rice,Dinner,45.04,39.55,5.49
2025-04-25,Friday,Cloudy,Aloo Gobhi,Dry Veg,Dinner,50.37,38.95,11.43
2025-04-26,Saturday,Heavy Rain,Mix Veg,Dry Veg,Lunch,54.18,22.45,31.73
2025-04-26,Saturday,Heavy Rain,Gulab Jamun,Dessert,Dinner,54.23,33.26,20.96
2025-04-26,Saturday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,46.0,25.14,20.86
2025-04-27,Sunday,Heavy Rain,Aloo Gobhi,Dry Veg,Breakfast,55.63,27.36,28.27
2025-04-27,Sunday,Heavy Rain,Jeera Rice,Rice,Dinner,52.06,27.39,24.68
2025-04-28,Monday,Light Rain,Plain Roti,Bread/Roti,Lunch,42.81,29.98,12.83
2025-04-29,Tuesday,Heavy Rain,Jeera Rice,Rice,Breakfast,42.46,35.24,7.22
2025-04-30,Wednesday,Cloudy,Aloo Gobhi,Dry Veg,Breakfast,41.17,30.92,10.25
2025-05-01,Thursday,Clear,Palak Paneer,Curry/Dal,Dinner,59.83,46.79,13.04
2025-05-01,Thursday,Clear,Jeera Rice,Rice,Lunch,45.66,39.35,6.31
2025-05-02,Friday,Cloudy,Poha,Other,Dinner,59.13,48.76,10.37
2025-05-03,Saturday,Cloudy,Aloo Gobhi,Dry Veg,Dinner,59.45,41.37,18.09
2025-05-03,Saturday,Cloudy,Jeera Rice,Rice,Breakfast,50.88,37.86,13.02
2025-05-04,Sunday,Cloudy,Palak Paneer,Curry/Dal,Lunch,53.02,33.66,19.35
2025-05-04,Sunday,Cloudy,Mix Veg,Dry Veg,Breakfast,54.89,28.81,26.08
2025-05-05,Monday,Clear,Plain Roti,Bread/Roti,Lunch,54.5,44.14,10.36
2025-05-06,Tuesday,Light Rain,Dal Makhani,Curry/Dal,Lunch,53.16,42.93,10.22
2025-05-06,Tuesday,Light Rain,Jeera Rice,Rice,Lunch,45.6,33.62,11.98
2025-05-07,Wednesday,Clear,Plain Roti,Bread/Roti,Lunch,52.25,43.84,8.4
2025-05-07,Wednesday,Clear,Poha,Other,Dinner,50.82,48.21,2.61
2025-05-08,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,50.5,38.35,12.16
2025-05-09,Friday,Cloudy,Plain Roti,Bread/Roti,Lunch,42.19,36.99,5.2
2025-05-09,Friday,Cloudy,Gulab Jamun,Dessert,Breakfast,41.83,37.96,3.87
2025-05-09,Friday,Cloudy,Gulab Jamun,Dessert,Dinner,40.15,31.16,8.99
2025-05-10,Saturday,Light Rain,Dal Makhani,Curry/Dal,Lunch,56.82,42.56,14.26
2025-05-10,Saturday,Light Rain,Aloo Gobhi,Dry Veg,Breakfast,40.73,29.24,11.5
2025-05-10,Saturday,Light Rain,Jeera Rice,Rice,Lunch,58.71,39.17,19.53
2025-05-11,Sunday,Clear,Jeera Rice,Rice,Breakfast,45.1,31.27,13.83
2025-05-11,Sunday,Clear,Mix Veg,Dry Veg,Lunch,51.36,31.42,19.94
2025-05-12,Monday,Light Rain,Gulab Jamun,Dessert,Breakfast,53.34,46.66,6.69
2025-05-12,Monday,Light Rain,Mix Veg,Dry Veg,Lunch,48.32,31.69,16.63
2025-05-13,Tuesday,Light Rain,Aloo Gobhi,Dry Veg,Breakfast,54.63,42.76,11.87
2025-05-13,Tuesday,Light Rain,Plain Roti,Bread/Roti,Breakfast,46.79,37.02,9.77
2025-05-14,Wednesday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,49.34,33.46,15.89
2025-05-14,Wednesday,Heavy Rain,Plain Roti,Bread/Roti,Dinner,57.54,46.93,10.61
2025-05-15,Thursday,Light Rain,Plain Roti,Bread/Roti,Lunch,55.64,43.67,11.98
2025-05-15,Thursday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,52.08,40.31,11.77
2025-05-15,Thursday,Light Rain,Palak Paneer,Curry/Dal,Lunch,56.77,48.5,8.28
2025-05-16,Friday,Clear,Aloo Gobhi,Dry Veg,Lunch,44.42,31.84,12.59
2025-05-16,Friday,Clear,Palak Paneer,Curry/Dal,Lunch,46.48,43.94,2.54
2025-05-17,Saturday,Light Rain,Dal Makhani,Curry/Dal,Lunch,49.51,33.01,16.51
2025-05-17,Saturday,Light Rain,Gulab Jamun,Dessert,Lunch,40.08,31.46,8.62
2025-05-17,Saturday,Light Rain,Palak Paneer,Curry/Dal,Dinner,55.75,32.45,23.3
2025-05-18,Sunday,Cloudy,Poha,Other,Breakfast,41.01,28.3,12.71
2025-05-18,Sunday,Cloudy,Mix Veg,Dry Veg,Breakfast,47.43,26.53,20.9
2025-05-19,Monday,Light Rain,Gulab Jamun,Dessert,Dinner,51.5,48.37,3.13
2025-05-19,Monday,Light Rain,Plain Roti,Bread/Roti,Dinner,41.67,39.11,2.56
2025-05-20,Tuesday,Clear,Poha,Other,Lunch,50.54,40.94,9.6
2025-05-20,Tuesday,Clear,Palak Paneer,Curry/Dal,Dinner,54.45,38.33,16.11
2025-05-21,Wednesday,Heavy Rain,Gulab Jamun,Dessert,Dinner,47.91,38.18,9.73
2025-05-21,Wednesday,Heavy Rain,Poha,Other,Dinner,56.17,37.84,18.34
2025-05-22,Thursday,Light Rain,Gulab Jamun,Dessert,Dinner,41.4,32.41,8.98
2025-05-23,Friday,Light Rain,Palak Paneer,Curry/Dal,Dinner,43.46,32.91,10.55
2025-05-23,Friday,Light Rain,Poha,Other,Breakfast,54.46,51.63,2.83
2025-05-24,Saturday,Clear,Gulab Jamun,Dessert,Lunch,48.63,37.17,11.46
2025-05-24,Saturday,Clear,Plain Roti,Bread/Roti,Breakfast,54.16,30.51,23.65
2025-05-25,Sunday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,44.08,21.88,22.2
2025-05-26,Monday,Cloudy,Mix Veg,Dry Veg,Lunch,51.31,43.39,7.91
2025-05-26,Monday,Cloudy,Plain Roti,Bread/Roti,Dinner,59.79,49.17,10.61
2025-05-26,Monday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,44.23,38.45,5.78
2025-05-27,Tuesday,Clear,Dal Makhani,Curry/Dal,Breakfast,40.8,34.98,5.82
2025-05-27,Tuesday,Clear,Aloo Gobhi,Dry Veg,Dinner,48.9,36.48,12.41
2025-05-27,Tuesday,Clear,Jeera Rice,Rice,Breakfast,57.97,42.95,15.02
2025-05-28,Wednesday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,43.71,36.72,6.99
2025-05-28,Wednesday,Heavy Rain,Gulab Jamun,Dessert,Dinner,58.74,43.05,15.7
2025-05-28,Wednesday,Heavy Rain,Jeera Rice,Rice,Dinner,59.42,39.79,19.63
2025-05-29,Thursday,Cloudy,Poha,Other,Breakfast,40.46,29.64,10.82
2025-05-29,Thursday,Cloudy,Aloo Gobhi,Dry Veg,Breakfast,41.38,30.08,11.3
2025-05-29,Thursday,Cloudy,Aloo Gobhi,Dry Veg,Dinner,44.76,35.52,9.24
2025-05-30,Friday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,55.34,35.13,20.21
2025-05-30,Friday,Heavy Rain,Jeera Rice,Rice,Lunch,48.89,40.04,8.86
2025-05-30,Friday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,55.09,34.2,20.89
2025-05-31,Saturday,Cloudy,Dal Makhani,Curry/Dal,Lunch,44.27,30.4,13.87
2025-05-31,Saturday,Cloudy,Jeera Rice,Rice,Breakfast,42.03,32.44,9.59
2025-05-31,Saturday,Cloudy,Palak Paneer,Curry/Dal,Dinner,55.65,41.23,14.43
2025-06-01,Sunday,Light Rain,Aloo Gobhi,Dry Veg,Dinner,47.84,34.78,13.06
2025-06-02,Monday,Clear,Aloo Gobhi,Dry Veg,Lunch,44.13,38.73,5.4
2025-06-03,Tuesday,Cloudy,Gulab Jamun,Dessert,Lunch,45.48,33.54,11.94
2025-06-03,Tuesday,Cloudy,Plain Roti,Bread/Roti,Lunch,49.5,35.4,14.1
2025-06-03,Tuesday,Cloudy,Plain Roti,Bread/Roti,Lunch,43.52,40.09,3.43
2025-06-04,Wednesday,Cloudy,Jeera Rice,Rice,Breakfast,53.79,46.3,7.49
2025-06-04,Wednesday,Cloudy,Aloo Gobhi,Dry Veg,Dinner,59.58,53.69,5.89
2025-06-04,Wednesday,Cloudy,Plain Roti,Bread/Roti,Breakfast,49.1,37.31,11.8
2025-06-05,Thursday,Cloudy,Poha,Other,Lunch,45.43,40.48,4.95
2025-06-05,Thursday,Cloudy,Palak Paneer,Curry/Dal,Dinner,53.39,44.71,8.68
2025-06-06,Friday,Heavy Rain,Poha,Other,Breakfast,40.24,33.98,6.25
2025-06-06,Friday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,54.35,32.79,21.56
2025-06-06,Friday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,47.86,34.0,13.85
2025-06-07,Saturday,Light Rain,Mix Veg,Dry Veg,Lunch,48.54,23.87,24.67
2025-06-08,Sunday,Clear,Gulab Jamun,Dessert,Lunch,53.43,38.14,15.28
2025-06-08,Sunday,Clear,Dal Makhani,Curry/Dal,Dinner,57.97,35.42,22.55
2025-06-08,Sunday,Clear,Poha,Other,Lunch,59.68,33.83,25.85
2025-06-09,Monday,Heavy Rain,Mix Veg,Dry Veg,Lunch,49.17,31.26,17.91
2025-06-09,Monday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,40.63,32.02,8.61
2025-06-09,Monday,Heavy Rain,Mix Veg,Dry Veg,Lunch,40.7,20.42,20.28
2025-06-10,Tuesday,Light Rain,Jeera Rice,Rice,Breakfast,56.35,42.95,13.41
2025-06-10,Tuesday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,42.35,31.94,10.41
2025-06-10,Tuesday,Light Rain,Palak Paneer,Curry/Dal,Lunch,56.19,48.57,7.63
2025-06-11,Wednesday,Heavy Rain,Gulab Jamun,Dessert,Lunch,55.85,46.11,9.74
2025-06-12,Thursday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,49.97,26.79,23.18
2025-06-13,Friday,Clear,Jeera Rice,Rice,Dinner,43.31,31.76,11.55
2025-06-13,Friday,Clear,Mix Veg,Dry Veg,Lunch,57.84,45.45,12.39
2025-06-13,Friday,Clear,Dal Makhani,Curry/Dal,Lunch,54.82,47.06,7.76
2025-06-14,Saturday,Clear,Mix Veg,Dry Veg,Lunch,47.9,23.36,24.54
2025-06-14,Saturday,Clear,Aloo Gobhi,Dry Veg,Lunch,57.33,39.19,18.13
2025-06-14,Saturday,Clear,Plain Roti,Bread/Roti,Breakfast,50.35,39.65,10.69
2025-06-15,Sunday,Light Rain,Aloo Gobhi,Dry Veg,Lunch,40.73,28.74,11.99
2025-06-16,Monday,Heavy Rain,Aloo Gobhi,Dry Veg,Breakfast,41.84,30.3,11.54
2025-06-16,Monday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,50.1,33.34,16.76
2025-06-16,Monday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,54.34,33.05,21.29
2025-06-17,Tuesday,Cloudy,Poha,Other,Dinner,57.98,48.34,9.64
2025-06-17,Tuesday,Cloudy,Palak Paneer,Curry/Dal,Lunch,48.23,38.04,10.18
2025-06-17,Tuesday,Cloudy,Gulab Jamun,Dessert,Dinner,42.75,33.43,9.32
2025-06-18,Wednesday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,57.74,39.72,18.02
2025-06-18,Wednesday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,50.54,38.6,11.94
2025-06-19,Thursday,Clear,Palak Paneer,Curry/Dal,Dinner,55.84,46.64,9.2
2025-06-19,Thursday,Clear,Gulab Jamun,Dessert,Dinner,57.29,40.85,16.45
2025-06-19,Thursday,Clear,Plain Roti,Bread/Roti,Dinner,41.34,35.53,5.81
2025-06-20,Friday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,44.17,29.7,14.46
2025-06-20,Friday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,59.03,48.91,10.12
2025-06-20,Friday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,53.66,36.98,16.68
2025-06-21,Saturday,Light Rain,Dal Makhani,Curry/Dal,Lunch,49.41,31.14,18.27
2025-06-22,Sunday,Cloudy,Mix Veg,Dry Veg,Dinner,47.6,31.69,15.9
2025-06-22,Sunday,Cloudy,Palak Paneer,Curry/Dal,Lunch,49.82,32.29,17.53
2025-06-22,Sunday,Cloudy,Gulab Jamun,Dessert,Lunch,50.45,31.95,18.5
2025-06-23,Monday,Cloudy,Gulab Jamun,Dessert,Lunch,50.53,47.52,3.01
2025-06-23,Monday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,59.95,47.27,12.67
2025-06-24,Tuesday,Light Rain,Mix Veg,Dry Veg,Lunch,43.22,34.23,8.99
2025-06-25,Wednesday,Light Rain,Aloo Gobhi,Dry Veg,Dinner,48.09,41.29,6.8
2025-06-25,Wednesday,Light Rain,Plain Roti,Bread/Roti,Lunch,59.76,43.02,16.74
2025-06-26,Thursday,Light Rain,Palak Paneer,Curry/Dal,Lunch,56.32,40.86,15.46
2025-06-26,Thursday,Light Rain,Poha,Other,Dinner,54.77,48.09,6.68
2025-06-27,Friday,Light Rain,Plain Roti,Bread/Roti,Lunch,57.89,42.63,15.26
2025-06-28,Saturday,Clear,Dal Makhani,Curry/Dal,Breakfast,47.05,33.78,13.27
2025-06-29,Sunday,Heavy Rain,Poha,Other,Breakfast,41.76,27.76,13.99
2025-06-30,Monday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,52.04,42.45,9.59
2025-06-30,Monday,Heavy Rain,Gulab Jamun,Dessert,Lunch,59.76,40.22,19.54
2025-07-01,Tuesday,Cloudy,Palak Paneer,Curry/Dal,Dinner,59.51,54.43,5.08
2025-07-01,Tuesday,Cloudy,Mix Veg,Dry Veg,Breakfast,44.98,34.94,10.04
2025-07-02,Wednesday,Clear,Gulab Jamun,Dessert,Dinner,55.34,43.91,11.43
2025-07-02,Wednesday,Clear,Dal Makhani,Curry/Dal,Breakfast,54.46,51.08,3.38
2025-07-03,Thursday,Clear,Palak Paneer,Curry/Dal,Dinner,47.42,35.39,12.03
2025-07-03,Thursday,Clear,Mix Veg,Dry Veg,Lunch,48.08,34.9,13.19
2025-07-04,Friday,Light Rain,Aloo Gobhi,Dry Veg,Lunch,43.21,31.7,11.51
2025-07-04,Friday,Light Rain,Palak Paneer,Curry/Dal,Lunch,55.04,40.48,14.56
2025-07-05,Saturday,Heavy Rain,Mix Veg,Dry Veg,Lunch,49.29,21.16,28.13
2025-07-05,Saturday,Heavy Rain,Poha,Other,Dinner,56.07,34.76,21.31
2025-07-06,Sunday,Clear,Mix Veg,Dry Veg,Breakfast,52.69,32.92,19.77
2025-07-07,Monday,Light Rain,Gulab Jamun,Dessert,Lunch,51.22,45.46,5.76
2025-07-07,Monday,Light Rain,Poha,Other,Lunch,57.5,41.21,16.29
2025-07-07,Monday,Light Rain,Palak Paneer,Curry/Dal,Breakfast,41.82,30.05,11.77
2025-07-08,Tuesday,Clear,Plain Roti,Bread/Roti,Dinner,48.84,41.5,7.34
2025-07-09,Wednesday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,55.38,49.76,5.63
2025-07-09,Wednesday,Light Rain,Plain Roti,Bread/Roti,Lunch,58.52,44.06,14.45
2025-07-10,Thursday,Cloudy,Dal Makhani,Curry/Dal,Lunch,45.06,33.72,11.33
2025-07-10,Thursday,Cloudy,Plain Roti,Bread/Roti,Breakfast,42.48,32.91,9.57
2025-07-11,Friday,Cloudy,Plain Roti,Bread/Roti,Breakfast,50.11,35.25,14.86
2025-07-11,Friday,Cloudy,Palak Paneer,Curry/Dal,Lunch,50.61,45.72,4.89
2025-07-12,Saturday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,42.59,27.92,14.67
2025-07-12,Saturday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,51.76,25.18,26.57
2025-07-13,Sunday,Cloudy,Gulab Jamun,Dessert,Breakfast,52.54,33.79,18.75
2025-07-13,Sunday,Cloudy,Gulab Jamun,Dessert,Lunch,51.3,34.98,16.32
2025-07-13,Sunday,Cloudy,Palak Paneer,Curry/Dal,Lunch,58.51,33.65,24.86
2025-07-14,Monday,Cloudy,Jeera Rice,Rice,Dinner,53.13,42.39,10.74
2025-07-14,Monday,Cloudy,Gulab Jamun,Dessert,Breakfast,54.69,50.94,3.76
2025-07-15,Tuesday,Cloudy,Poha,Other,Dinner,56.61,48.58,8.03
2025-07-15,Tuesday,Cloudy,Dal Makhani,Curry/Dal,Dinner,51.09,44.69,6.4
2025-07-16,Wednesday,Heavy Rain,Poha,Other,Lunch,51.1,39.85,11.25
2025-07-16,Wednesday,Heavy Rain,Gulab Jamun,Dessert,Lunch,48.96,33.67,15.29
2025-07-16,Wednesday,Heavy Rain,Plain Roti,Bread/Roti,Dinner,45.65,27.44,18.22
2025-07-17,Thursday,Light Rain,Dal Makhani,Curry/Dal,Dinner,55.61,47.71,7.9
2025-07-17,Thursday,Light Rain,Dal Makhani,Curry/Dal,Lunch,41.57,35.68,5.89
2025-07-17,Thursday,Light Rain,Dal Makhani,Curry/Dal,Breakfast,58.38,50.75,7.63
2025-07-18,Friday,Light Rain,Palak Paneer,Curry/Dal,Breakfast,58.25,40.94,17.31
2025-07-18,Friday,Light Rain,Poha,Other,Breakfast,41.3,35.55,5.75
2025-07-19,Saturday,Cloudy,Plain Roti,Bread/Roti,Lunch,49.5,34.21,15.29
2025-07-20,Sunday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,43.98,29.2,14.78
2025-07-20,Sunday,Cloudy,Jeera Rice,Rice,Breakfast,59.91,46.62,13.3
2025-07-20,Sunday,Cloudy,Palak Paneer,Curry/Dal,Lunch,53.0,33.8,19.2
2025-07-21,Monday,Light Rain,Aloo Gobhi,Dry Veg,Dinner,53.49,42.57,10.92
2025-07-21,Monday,Light Rain,Mix Veg,Dry Veg,Lunch,49.63,34.21,15.42
2025-07-22,Tuesday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,45.46,35.52,9.95
2025-07-22,Tuesday,Heavy Rain,Gulab Jamun,Dessert,Dinner,52.37,32.45,19.93
2025-07-23,Wednesday,Heavy Rain,Jeera Rice,Rice,Dinner,43.04,27.7,15.34
2025-07-23,Wednesday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,50.18,42.15,8.03
2025-07-23,Wednesday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,58.24,45.41,12.83
2025-07-24,Thursday,Light Rain,Plain Roti,Bread/Roti,Breakfast,48.59,44.58,4.02
2025-07-24,Thursday,Light Rain,Palak Paneer,Curry/Dal,Lunch,45.66,39.81,5.85
2025-07-24,Thursday,Light Rain,Jeera Rice,Rice,Breakfast,50.58,43.15,7.43
2025-07-25,Friday,Light Rain,Plain Roti,Bread/Roti,Lunch,49.43,40.09,9.34
2025-07-25,Friday,Light Rain,Aloo Gobhi,Dry Veg,Breakfast,47.2,43.1,4.1
2025-07-25,Friday,Light Rain,Plain Roti,Bread/Roti,Lunch,40.88,33.57,7.31
2025-07-26,Saturday,Light Rain,Poha,Other,Dinner,42.97,33.22,9.75
2025-07-26,Saturday,Light Rain,Aloo Gobhi,Dry Veg,Lunch,41.45,25.25,16.2
2025-07-27,Sunday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,53.21,26.14,27.06
2025-07-27,Sunday,Heavy Rain,Gulab Jamun,Dessert,Dinner,55.58,30.6,24.98
2025-07-28,Monday,Clear,Jeera Rice,Rice,Breakfast,48.23,38.22,10.01
2025-07-28,Monday,Clear,Aloo Gobhi,Dry Veg,Lunch,52.71,42.61,10.1
2025-07-28,Monday,Clear,Aloo Gobhi,Dry Veg,Breakfast,58.47,45.51,12.96
2025-07-29,Tuesday,Light Rain,Dal Makhani,Curry/Dal,Lunch,52.82,39.85,12.97
2025-07-29,Tuesday,Light Rain,Dal Makhani,Curry/Dal,Dinner,59.0,54.6,4.4
2025-07-30,Wednesday,Clear,Dal Makhani,Curry/Dal,Dinner,48.39,39.86,8.52
2025-07-31,Thursday,Heavy Rain,Mix Veg,Dry Veg,Dinner,53.9,37.07,16.83
2025-08-01,Friday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,40.11,28.26,11.84
2025-08-01,Friday,Heavy Rain,Aloo Gobhi,Dry Veg,Breakfast,43.08,29.31,13.77
2025-08-01,Friday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,51.61,30.05,21.56
2025-08-02,Saturday,Cloudy,Palak Paneer,Curry/Dal,Lunch,48.58,28.58,20.01
2025-08-02,Saturday,Cloudy,Palak Paneer,Curry/Dal,Lunch,47.39,33.6,13.79
2025-08-02,Saturday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,57.56,32.48,25.08
2025-08-03,Sunday,Light Rain,Palak Paneer,Curry/Dal,Lunch,50.33,28.11,22.22
2025-08-03,Sunday,Light Rain,Mix Veg,Dry Veg,Dinner,47.02,30.61,16.41
2025-08-03,Sunday,Light Rain,Jeera Rice,Rice,Dinner,49.94,36.28,13.65
2025-08-04,Monday,Cloudy,Plain Roti,Bread/Roti,Dinner,48.97,42.72,6.25
2025-08-04,Monday,Cloudy,Palak Paneer,Curry/Dal,Lunch,47.03,37.73,9.3
2025-08-05,Tuesday,Light Rain,Plain Roti,Bread/Roti,Breakfast,52.24,48.22,4.03
2025-08-06,Wednesday,Heavy Rain,Jeera Rice,Rice,Dinner,42.87,36.36,6.52
2025-08-06,Wednesday,Heavy Rain,Plain Roti,Bread/Roti,Dinner,58.08,41.64,16.44
2025-08-06,Wednesday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,41.06,34.09,6.97
2025-08-07,Thursday,Light Rain,Jeera Rice,Rice,Breakfast,41.12,35.28,5.84
2025-08-07,Thursday,Light Rain,Plain Roti,Bread/Roti,Lunch,57.69,50.48,7.22
2025-08-08,Friday,Light Rain,Palak Paneer,Curry/Dal,Dinner,43.52,40.15,3.37
2025-08-08,Friday,Light Rain,Aloo Gobhi,Dry Veg,Lunch,52.38,38.11,14.28
2025-08-08,Friday,Light Rain,Plain Roti,Bread/Roti,Breakfast,53.4,49.54,3.86
2025-08-09,Saturday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,45.34,25.82,19.52
2025-08-09,Saturday,Heavy Rain,Poha,Other,Breakfast,42.02,20.08,21.95
2025-08-10,Sunday,Heavy Rain,Gulab Jamun,Dessert,Lunch,59.97,29.1,30.87
2025-08-10,Sunday,Heavy Rain,Mix Veg,Dry Veg,Lunch,45.0,22.4,22.6
2025-08-11,Monday,Light Rain,Poha,Other,Breakfast,51.33,43.04,8.28
2025-08-11,Monday,Light Rain,Jeera Rice,Rice,Dinner,53.57,40.83,12.75
2025-08-12,Tuesday,Light Rain,Aloo Gobhi,Dry Veg,Lunch,50.15,42.85,7.3
2025-08-12,Tuesday,Light Rain,Poha,Other,Lunch,58.95,48.51,10.44
2025-08-13,Wednesday,Heavy Rain,Mix Veg,Dry Veg,Dinner,44.57,32.74,11.83
2025-08-13,Wednesday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,47.73,31.22,16.5
2025-08-13,Wednesday,Heavy Rain,Mix Veg,Dry Veg,Dinner,48.26,27.53,20.74
2025-08-14,Thursday,Clear,Palak Paneer,Curry/Dal,Dinner,46.82,37.92,8.9
2025-08-14,Thursday,Clear,Poha,Other,Lunch,59.71,52.85,6.86
2025-08-14,Thursday,Clear,Plain Roti,Bread/Roti,Breakfast,54.95,47.03,7.92
2025-08-15,Friday,Cloudy,Plain Roti,Bread/Roti,Dinner,59.17,43.63,15.55
2025-08-15,Friday,Cloudy,Mix Veg,Dry Veg,Breakfast,40.06,32.11,7.95
2025-08-16,Saturday,Clear,Gulab Jamun,Dessert,Breakfast,44.68,26.62,18.06
2025-08-16,Saturday,Clear,Mix Veg,Dry Veg,Lunch,40.6,25.97,14.64
2025-08-17,Sunday,Clear,Jeera Rice,Rice,Breakfast,58.22,38.88,19.33
2025-08-17,Sunday,Clear,Gulab Jamun,Dessert,Breakfast,43.63,34.6,9.03
2025-08-17,Sunday,Clear,Mix Veg,Dry Veg,Breakfast,47.08,30.53,16.55
2025-08-18,Monday,Cloudy,Mix Veg,Dry Veg,Breakfast,50.35,35.06,15.3
2025-08-19,Tuesday,Light Rain,Palak Paneer,Curry/Dal,Dinner,51.6,43.56,8.04
2025-08-20,Wednesday,Cloudy,Poha,Other,Lunch,43.33,36.32,7.01
2025-08-20,Wednesday,Cloudy,Dal Makhani,Curry/Dal,Lunch,49.95,41.89,8.05
2025-08-21,Thursday,Cloudy,Palak Paneer,Curry/Dal,Lunch,41.98,33.26,8.72
2025-08-21,Thursday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,47.4,38.82,8.58
2025-08-21,Thursday,Cloudy,Gulab Jamun,Dessert,Dinner,46.17,32.43,13.74
2025-08-22,Friday,Light Rain,Palak Paneer,Curry/Dal,Breakfast,55.76,40.96,14.8
2025-08-23,Saturday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,55.14,28.74,26.39
2025-08-23,Saturday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,41.05,19.24,21.81
2025-08-24,Sunday,Light Rain,Poha,Other,Dinner,52.01,31.58,20.43
2025-08-24,Sunday,Light Rain,Palak Paneer,Curry/Dal,Dinner,56.51,42.13,14.38
2025-08-25,Monday,Clear,Mix Veg,Dry Veg,Lunch,56.69,39.1,17.59
2025-08-25,Monday,Clear,Poha,Other,Lunch,40.43,29.44,10.99
2025-08-26,Tuesday,Cloudy,Mix Veg,Dry Veg,Breakfast,46.27,37.67,8.59
2025-08-26,Tuesday,Cloudy,Poha,Other,Dinner,56.72,51.38,5.35
2025-08-26,Tuesday,Cloudy,Poha,Other,Lunch,53.46,45.01,8.45
2025-08-27,Wednesday,Clear,Poha,Other,Breakfast,53.1,47.45,5.65
2025-08-28,Thursday,Light Rain,Poha,Other,Lunch,49.05,42.67,6.38
2025-08-28,Thursday,Light Rain,Plain Roti,Bread/Roti,Lunch,45.31,37.97,7.34
2025-08-28,Thursday,Light Rain,Mix Veg,Dry Veg,Dinner,41.7,31.39,10.3
2025-08-29,Friday,Light Rain,Aloo Gobhi,Dry Veg,Breakfast,52.52,38.67,13.85
2025-08-29,Friday,Light Rain,Plain Roti,Bread/Roti,Breakfast,50.61,42.47,8.14
2025-08-30,Saturday,Cloudy,Plain Roti,Bread/Roti,Breakfast,58.85,40.8,18.05
2025-08-30,Saturday,Cloudy,Poha,Other,Lunch,52.06,40.1,11.96
2025-08-31,Sunday,Cloudy,Dal Makhani,Curry/Dal,Dinner,52.49,40.7,11.79
2025-08-31,Sunday,Cloudy,Palak Paneer,Curry/Dal,Lunch,47.66,37.84,9.82
2025-08-31,Sunday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,52.37,35.62,16.76
2025-09-01,Monday,Clear,Mix Veg,Dry Veg,Dinner,44.97,30.79,14.17
2025-09-01,Monday,Clear,Mix Veg,Dry Veg,Breakfast,51.88,43.71,8.17
2025-09-01,Monday,Clear,Dal Makhani,Curry/Dal,Dinner,47.09,41.54,5.54
2025-09-02,Tuesday,Clear,Palak Paneer,Curry/Dal,Lunch,55.75,41.19,14.56
2025-09-02,Tuesday,Clear,Gulab Jamun,Dessert,Dinner,53.36,43.64,9.72
